Estacion	Fecha	Año	Mes	T Maxima	T Media	T Minima	Precipitacion	Latitud	Longitud
Tres Porteñas	may-98	1998	5	24,9	12,2	-0,8	5	-32,84877778	-68,3625
Tres Porteñas	jun-98	1998	6	22,3	8,6	-2,5	0	-32,84877778	-68,3625
Tres Porteñas	jul-98	1998	7	22	9,1	-2,9	16,6	-32,84877778	-68,3625
Tres Porteñas	ago-98	1998	8	25,6	10,4	-3,2	0	-32,84877778	-68,3625
Tres Porteñas	sep-98	1998	9	29,8	12,2	-0,3	21,2	-32,84877778	-68,3625
Tres Porteñas	oct-98	1998	10	34,3	19,6	2,7	6,8	-32,84877778	-68,3625
Tres Porteñas	nov-98	1998	11	37,4	21,5	3,9	10,4	-32,84877778	-68,3625
Tres Porteñas	dic-98	1998	12	39	24,4	7,8	11,6	-32,84877778	-68,3625
Tres Porteñas	dic-97	1997	12	38,3	23,4	10,1	16,8	-32,84877778	-68,3625
Tres Porteñas	ene-18	2018	1	40,2	25,5	0	33,8	-32,84877778	-68,3625
Tres Porteñas	feb-18	2018	2	42,7	24,9	7,3	40,6	-32,84877778	-68,3625
Tres Porteñas	mar-18	2018	3	36,7	20,4	0,1	0,6	-32,84877778	-68,3625
Tres Porteñas	abr-18	2018	4	35,1	17,9	4,7	24,8	-32,84877778	-68,3625
Tres Porteñas	may-18	2018	5	24,8	12,3	0	6,2	-32,84877778	-68,3625
Tres Porteñas	jun-18	2018	6	23,1	6,2	-7	0,4	-32,84877778	-68,3625
Tres Porteñas	jul-18	2018	7	24	5,4	-8,6	1,2	-32,84877778	-68,3625
Tres Porteñas	ago-18	2018	8	28,9	8,9	-6,8	0	-32,84877778	-68,3625
Tres Porteñas	sep-18	2018	9	38,7	15,5	-3	0,4	-32,84877778	-68,3625
Tres Porteñas	oct-18	2018	10	33,9	17,5	-0,6	0	-32,84877778	-68,3625
